TransactionID,SaleDate,SalesYear,SalesQuarter,YearMonth,CustomerID,CustomerName,Region,ProductID,ProductName,Category,StoreID,CampaignID,SaleAmount
83,2024-06-13,2024,2,2024-06,1061,Taylor Kaufman,North,2039,Clothing-Need,Clothing,401,0,4286.33
553,2024-06-13,2024,2,2024-06,1012,Tara Miller,North,2013,Office-Cultural,Office,401,1,4510.74
681,2024-06-13,2024,2,2024-06,1071,Christopher Frost,East,2022,Home-Economy,Home,401,3,157.89
1121,2024-06-13,2024,2,2024-06,1055,William Benitez,East,2052,Office-Year,Office,401,2,669.36
1813,2024-06-13,2024,2,2024-06,1026,Gary Walls,North,2012,Clothing-Artist,Clothing,401,3,1885.74
1925,2024-06-13,2024,2,2024-06,1166,David Mccullough,South-West,2029,Home-Yourself,Home,403,0,122.66
2131,2024-06-13,2024,2,2024-06,1032,Terri Long,East,2079,Office-Who,Office,403,3,3385.48
407,2024-06-14,2024,2,2024-06,1071,Christopher Frost,East,2079,Office-Who,Office,403,1,4491.4
488,2024-06-14,2024,2,2024-06,1099,Lori Howard,East,2067,Clothing-Remain,Clothing,403,,1449.8
796,2024-06-14,2024,2,2024-06,1020,Michelle Brewer,East,2080,Office-Doctor,Office,403,,435.76
1165,2024-06-14,2024,2,2024-06,1116,Melissa Rivera,Central,2059,Electronics-Clear,Electronics,403,3,1807.49
1642,2024-06-14,2024,2,2024-06,1020,Michelle Brewer,East,2022,Home-Economy,Home,403,2,1871.75
1787,2024-06-14,2024,2,2024-06,1109,Aaron Garcia,East,2091,Office-Mrs,Office,401,3,3176.16
1831,2024-06-14,2024,2,2024-06,1005,Jessica Mora,South,2005,Office-Huge,Office,403,3,523.8
2056,2024-06-14,2024,2,2024-06,1071,Christopher Frost,East,2039,Clothing-Need,Clothing,401,,3269.01
2376,2024-06-14,2024,2,2024-06,1032,Terri Long,East,2035,Home-According,Home,403,0,4948.55
687,2024-06-15,2024,2,2024-06,1013,Alyssa Morgan,North,2085,Electronics-Officer,Electronics,402,3,1919.04
1128,2024-06-15,2024,2,2024-06,1096,Patricia Rogers,South,2016,Home-He,Home,403,0,1458.12
1178,2024-06-15,2024,2,2024-06,1107,Emily Hoffman,West,2079,Office-Who,Office,401,0,3797.02
1884,2024-06-15,2024,2,2024-06,1012,Tara Miller,North,2058,Home-Wear,Home,401,3,1586.43
1992,2024-06-15,2024,2,2024-06,1071,Christopher Frost,East,2088,Office-Evening,Office,401,,626.47
2006,2024-06-15,2024,2,2024-06,1034,Heather Smith,Central,2019,Home-History,Home,402,0,1578.41
2043,2024-06-15,2024,2,2024-06,1053,Benjamin Cline,East,2097,Office-Recent,Office,401,1,2494.34
2098,2024-06-15,2024,2,2024-06,1027,Anthony Schroeder,East,2038,Office-Soon,Office,404,1,660.75
157,2024-06-16,2024,2,2024-06,1071,Christopher Frost,East,2040,Clothing-Determine,Clothing,403,3,115.46
404,2024-06-16,2024,2,2024-06,1116,Melissa Rivera,Central,2071,Clothing-Success,Clothing,401,1,844.88
533,2024-06-16,2024,2,2024-06,1170,Eric Davis,North,2077,Office-Ball,Office,403,0,863.07
741,2024-06-16,2024,2,2024-06,1038,Jason Ford,East,2007,Clothing-Over,Clothing,403,2,661.71
223,2024-06-17,2024,2,2024-06,1071,Christopher Frost,East,2042,Clothing-Lawyer,Clothing,403,0,420.55
916,2024-06-17,2024,2,2024-06,1037,Lisa Sanders,West,2078,Electronics-Film,Electronics,402,0,1073.69
1255,2024-06-17,2024,2,2024-06,1053,Benjamin Cline,East,2084,Office-Stuff,Office,403,3,867.52
1285,2024-06-17,2024,2,2024-06,1112,Joseph Flores,East,2073,Clothing-Executive,Clothing,401,3,100.0
1492,2024-06-17,2024,2,2024-06,1010,Mike Davis,East,2024,Clothing-Paper,Clothing,402,3,1207.07
306,2024-06-18,2024,2,2024-06,1083,Jacqueline Bishop,South,2035,Home-According,Home,403,0,1670.75
922,2024-06-18,2024,2,2024-06,1167,Terry Frederick,North,2024,Clothing-Paper,Clothing,404,0,1257.07
1354,2024-06-18,2024,2,2024-06,1194,Casey Brown,Central,2084,Office-Stuff,Office,401,0,1957.58
2058,2024-06-18,2024,2,2024-06,1019,Michelle Torres,Central,2063,Home-Good,Home,402,0,545.08
128,2024-06-19,2024,2,2024-06,1066,Derrick Myers,North,2073,Clothing-Executive,Clothing,404,3,839.81
420,2024-06-19,2024,2,2024-06,1089,Matthew Hernandez,North,2058,Home-Wear,Home,401,,251.29
431,2024-06-19,2024,2,2024-06,1058,Steven Jackson,Central,2061,Home-Quite,Home,404,0,546.31
652,2024-06-19,2024,2,2024-06,1002,Mark Marshall,Central,2015,Office-Itself,Office,402,1,735.49
1578,2024-06-19,2024,2,2024-06,1058,Steven Jackson,Central,2047,Clothing-Hair,Clothing,403,1,1920.48
1703,2024-06-19,2024,2,2024-06,1066,Derrick Myers,North,2085,Electronics-Officer,Electronics,403,1,1743.44
2027,2024-06-19,2024,2,2024-06,1034,Heather Smith,Central,2091,Office-Mrs,Office,402,2,4077.84
295,2024-06-20,2024,2,2024-06,1062,Ashley Harmon,South,2054,Electronics-Above,Electronics,404,1,4358.68
375,2024-06-20,2024,2,2024-06,1080,Thomas Parker,South-West,2097,Office-Recent,Office,402,2,3597.09
790,2024-06-20,2024,2,2024-06,1005,Jessica Mora,South,2083,Clothing-Cut,Clothing,403,1,651.92
1094,2024-06-20,2024,2,2024-06,1151,Sabrina Lester,West,2039,Clothing-Need,Clothing,402,2,2204.78
2109,2024-06-20,2024,2,2024-06,1161,David Ellis,East,2019,Home-History,Home,403,0,1662.67
2278,2024-06-20,2024,2,2024-06,1116,Melissa Rivera,Central,2035,Home-According,Home,401,1,1680.32
45,2024-06-21,2024,2,2024-06,1156,Dennis Acevedo,East,2009,Office-Raise,Office,404,1,63.76
645,2024-06-21,2024,2,2024-06,1163,Elizabeth Vaughn,West,2065,Office-Animal,Office,402,1,1217.59
1743,2024-06-21,2024,2,2024-06,1116,Melissa Rivera,Central,2086,Home-Of,Home,402,,981.63
1782,2024-06-21,2024,2,2024-06,1171,Ronald Marquez,South-West,2034,Clothing-Feel,Clothing,401,,816.33
2276,2024-06-21,2024,2,2024-06,1013,Alyssa Morgan,North,2005,Office-Huge,Office,404,3,773.38
56,2024-06-22,2024,2,2024-06,1057,Kathy Hall,North,2099,Electronics-Several,Electronics,401,1,89.74
310,2024-06-22,2024,2,2024-06,1110,Melissa Grimes,South,2050,Electronics-Young,Electronics,404,,386.97
473,2024-06-22,2024,2,2024-06,1047,Ashley Pearson,West,2036,Electronics-Candidate,Electronics,403,3,503.98
692,2024-06-22,2024,2,2024-06,1161,David Ellis,East,2082,Office-Figure,Office,402,,645.82
1025,2024-06-22,2024,2,2024-06,1066,Derrick Myers,North,2013,Office-Cultural,Office,401,1,954.64
1391,2024-06-22,2024,2,2024-06,1057,Kathy Hall,North,2005,Office-Huge,Office,402,1,318.46
2069,2024-06-22,2024,2,2024-06,1185,Cameron Levine,East,2098,Clothing-Trouble,Clothing,402,1,1581.57
328,2024-06-23,2024,2,2024-06,1048,Dr. Donald Proctor,North,2070,Clothing-About,Clothing,403,2,16.95
501,2024-06-23,2024,2,2024-06,1081,Ryan White,South,2019,Home-History,Home,403,1,3531.36
840,2024-06-23,2024,2,2024-06,1063,Howard Case,South-West,2089,Electronics-Action,Electronics,402,3,407.91
1560,2024-06-23,2024,2,2024-06,1136,Scott Hernandez,South,2014,Clothing-Eat,Clothing,404,1,400.6
1679,2024-06-23,2024,2,2024-06,1034,Heather Smith,Central,2033,Clothing-Argue,Clothing,404,3,1036.54
1919,2024-06-23,2024,2,2024-06,1089,Matthew Hernandez,North,2019,Home-History,Home,402,3,2270.67
294,2024-06-24,2024,2,2024-06,1042,Christopher Dodson,North,2032,Electronics-There,Electronics,401,0,1042.21
592,2024-06-24,2024,2,2024-06,1165,Richard Burnett,Central,2097,Office-Recent,Office,403,3,1804.81
636,2024-06-24,2024,2,2024-06,1101,Ryan Martin,South-West,2079,Office-Who,Office,403,0,2081.1
670,2024-06-24,2024,2,2024-06,1071,Christopher Frost,East,2075,Electronics-Letter,Electronics,401,0,273.22
2054,2024-06-24,2024,2,2024-06,1199,James Cooley,West,2039,Clothing-Need,Clothing,403,1,4111.64
861,2024-06-25,2024,2,2024-06,1084,Martha Mccall,North,2000,Electronics-Signal,Electronics,404,3,1781.54
1075,2024-06-25,2024,2,2024-06,1032,Terri Long,East,2013,Office-Cultural,Office,403,1,1083.72
176,2024-06-26,2024,2,2024-06,1123,Colleen Greene,South-West,2043,Electronics-Practice,Electronics,402,2,1728.52
644,2024-06-26,2024,2,2024-06,1177,Katherine West,East,2023,Home-Yeah,Home,401,3,4798.2
1081,2024-06-26,2024,2,2024-06,1098,Jeffrey Maxwell,West,2048,Electronics-Candidate,Electronics,404,1,409.63
1308,2024-06-26,2024,2,2024-06,1043,Eric Pena,West,2097,Office-Recent,Office,401,,624.44
1334,2024-06-26,2024,2,2024-06,1145,Stephanie Powell,East,2035,Home-According,Home,401,0,4207.99
1476,2024-06-26,2024,2,2024-06,1161,David Ellis,East,2003,Electronics-Training,Electronics,404,3,686.76
190,2024-06-27,2024,2,2024-06,1071,Christopher Frost,East,2084,Office-Stuff,Office,404,2,946.34
208,2024-06-27,2024,2,2024-06,1129,Karina Jones,East,2097,Office-Recent,Office,402,3,1424.31
785,2024-06-27,2024,2,2024-06,1089,Matthew Hernandez,North,2088,Office-Evening,Office,401,0,911.74
926,2024-06-27,2024,2,2024-06,1048,Dr. Donald Proctor,North,2050,Electronics-Young,Electronics,404,0,1513.92
1157,2024-06-27,2024,2,2024-06,1116,Melissa Rivera,Central,2010,Electronics-Themselves,Electronics,402,2,1393.0
1745,2024-06-27,2024,2,2024-06,1137,Jessica Harmon,South-West,2071,Clothing-Success,Clothing,404,2,1952.94
2212,2024-06-27,2024,2,2024-06,1116,Melissa Rivera,Central,2086,Home-Of,Home,401,1,1042.49
350,2024-06-28,2024,2,2024-06,1163,Elizabeth Vaughn,West,2040,Clothing-Determine,Clothing,403,2,82.42
438,2024-06-28,2024,2,2024-06,1066,Derrick Myers,North,2092,Electronics-Add,Electronics,404,3,1065.96
959,2024-06-28,2024,2,2024-06,1193,Nancy King,South,2024,Clothing-Paper,Clothing,402,0,215.83
1192,2024-06-28,2024,2,2024-06,1182,James Gray,West,2058,Home-Wear,Home,404,2,977.43
1406,2024-06-28,2024,2,2024-06,1071,Christopher Frost,East,2092,Electronics-Add,Electronics,404,2,580.33
1506,2024-06-28,2024,2,2024-06,1106,Jennifer Ewing,East,2077,Office-Ball,Office,402,1,635.55
1734,2024-06-28,2024,2,2024-06,1054,Laura Mcdonald,South,2014,Clothing-Eat,Clothing,402,1,1752.61
155,2024-06-29,2024,2,2024-06,1066,Derrick Myers,North,2094,Office-Fight,Office,403,2,1636.34
230,2024-06-29,2024,2,2024-06,1071,Christopher Frost,East,2047,Clothing-Hair,Clothing,401,3,80.68
834,2024-06-29,2024,2,2024-06,1020,Michelle Brewer,East,2063,Home-Good,Home,401,1,234.75
836,2024-06-29,2024,2,2024-06,1032,Terri Long,East,2081,Office-Light,Office,402,0,1251.88
1143,2024-06-29,2024,2,2024-06,1057,Kathy Hall,North,2009,Office-Raise,Office,402,3,52.81
1468,2024-06-29,2024,2,2024-06,1000,Robert Gomez,West,2097,Office-Recent,Office,404,3,3768.06
1475,2024-06-29,2024,2,2024-06,1079,Zachary Thompson MD,East,2021,Clothing-Skill,Clothing,401,1,1145.1
1518,2024-06-29,2024,2,2024-06,1058,Steven Jackson,Central,2099,Electronics-Several,Electronics,404,3,1302.93
2000,2024-06-29,2024,2,2024-06,1120,Daniel Meyer,South,2023,Home-Yeah,Home,404,3,2912.32
2060,2024-06-29,2024,2,2024-06,1116,Melissa Rivera,Central,2035,Home-According,Home,404,,4212.74
2331,2024-06-29,2024,2,2024-06,1152,Thomas Garcia,East,2073,Clothing-Executive,Clothing,404,2,348.07
2363,2024-06-29,2024,2,2024-06,1116,Melissa Rivera,Central,2061,Home-Quite,Home,402,1,742.38
1065,2024-06-30,2024,2,2024-06,1020,Michelle Brewer,East,2091,Office-Mrs,Office,402,,601.44
304,2024-07-02,2024,3,2024-07,1066,Derrick Myers,North,2023,Home-Yeah,Home,404,3,2112.29
1615,2024-07-02,2024,3,2024-07,1013,Alyssa Morgan,North,2099,Electronics-Several,Electronics,402,1,1901.38
59,2024-07-03,2024,3,2024-07,1160,Phillip Soto,West,2041,Home-Assume,Home,401,0,2427.7
245,2024-07-03,2024,3,2024-07,1063,Howard Case,South-West,2063,Home-Good,Home,402,1,1900.21
273,2024-07-03,2024,3,2024-07,1196,Dr. Elizabeth Johnston DDS,North,2097,Office-Recent,Office,403,2,2696.2
586,2024-07-03,2024,3,2024-07,1070,Brittany Johnson,East,2088,Office-Evening,Office,403,0,171.66
1956,2024-07-03,2024,3,2024-07,1130,Mary Sandoval,North,2014,Clothing-Eat,Clothing,403,3,1094.78
160,2024-07-04,2024,3,2024-07,1046,Tyler Colon,Central,2041,Home-Assume,Home,401,2,3211.8
460,2024-07-04,2024,3,2024-07,1118,Briana Alvarado,South,2018,Electronics-Nature,Electronics,402,2,1244.0
828,2024-07-04,2024,3,2024-07,1173,David King MD,North,2091,Office-Mrs,Office,403,0,2895.34
996,2024-07-04,2024,3,2024-07,1053,Benjamin Cline,East,2062,Office-Receive,Office,401,3,198.81
1621,2024-07-04,2024,3,2024-07,1116,Melissa Rivera,Central,2010,Electronics-Themselves,Electronics,402,,1513.16
1789,2024-07-04,2024,3,2024-07,1194,Casey Brown,Central,2073,Clothing-Executive,Clothing,403,0,754.35
2064,2024-07-04,2024,3,2024-07,1076,Glenn Shelton,East,2003,Electronics-Training,Electronics,402,2,750.23
2311,2024-07-04,2024,3,2024-07,1180,Jennifer Smith,South-West,2004,Office-Where,Office,403,0,1214.57
2347,2024-07-04,2024,3,2024-07,1139,Heather Olson,Central,2087,Electronics-Rather,Electronics,401,1,179.3
27,2024-07-05,2024,3,2024-07,1144,Brian Browning,East,2033,Clothing-Argue,Clothing,402,2,821.78
241,2024-07-05,2024,3,2024-07,1116,Melissa Rivera,Central,2040,Clothing-Determine,Clothing,403,0,72.26
807,2024-07-05,2024,3,2024-07,1131,Mark Gomez,West,2010,Electronics-Themselves,Electronics,403,0,752.46
1012,2024-07-05,2024,3,2024-07,1126,Lee Luna,East,2050,Electronics-Young,Electronics,403,3,1300.14
1202,2024-07-05,2024,3,2024-07,1104,David Herrera,West,2041,Home-Assume,Home,402,3,4783.31
1482,2024-07-05,2024,3,2024-07,1087,Carla Tran,East,2047,Clothing-Hair,Clothing,404,2,1118.45
1645,2024-07-05,2024,3,2024-07,1083,Jacqueline Bishop,South,2054,Electronics-Above,Electronics,404,2,4858.83
2102,2024-07-05,2024,3,2024-07,1071,Christopher Frost,East,2079,Office-Who,Office,402,2,4050.3
2148,2024-07-05,2024,3,2024-07,1114,Grace Price,South,2005,Office-Huge,Office,403,0,436.65
2291,2024-07-05,2024,3,2024-07,1134,Joseph Aguilar,West,2068,Home-Read,Home,404,2,839.0
124,2024-07-06,2024,3,2024-07,1116,Melissa Rivera,Central,2006,Office-Class,Office,401,3,911.99
1222,2024-07-06,2024,3,2024-07,1071,Christopher Frost,East,2038,Office-Soon,Office,401,0,913.15
1565,2024-07-06,2024,3,2024-07,1066,Derrick Myers,North,2035,Home-According,Home,404,0,4524.32
1720,2024-07-06,2024,3,2024-07,1005,Jessica Mora,South,2068,Home-Read,Home,403,0,1710.23
1724,2024-07-06,2024,3,2024-07,1023,Dustin Medina,East,2085,Electronics-Officer,Electronics,401,3,1201.34
2089,2024-07-06,2024,3,2024-07,1133,Victor Wagner,South-West,2019,Home-History,Home,401,1,4568.36
2322,2024-07-06,2024,3,2024-07,1001,John Silva,East,2054,Electronics-Above,Electronics,403,3,2328.58
546,2024-07-07,2024,3,2024-07,1095,Dr. Jason Scott,South,2038,Office-Soon,Office,402,1,1580.64
1359,2024-07-07,2024,3,2024-07,1034,Heather Smith,Central,2043,Electronics-Practice,Electronics,401,3,695.26
1367,2024-07-07,2024,3,2024-07,1092,Timothy Hill,West,2077,Office-Ball,Office,401,2,1497.28
867,2024-07-08,2024,3,2024-07,1183,Kenneth Graves,East,2054,Electronics-Above,Electronics,404,1,3496.7
1687,2024-07-08,2024,3,2024-07,1005,Jessica Mora,South,2023,Home-Yeah,Home,401,0,3753.5
1926,2024-07-08,2024,3,2024-07,1124,Megan Novak,East,2036,Electronics-Candidate,Electronics,401,1,639.09
2057,2024-07-08,2024,3,2024-07,1008,William Ramirez,East,2021,Clothing-Skill,Clothing,402,1,792.32
118,2024-07-09,2024,3,2024-07,1005,Jessica Mora,South,2054,Electronics-Above,Electronics,402,2,2348.64
123,2024-07-09,2024,3,2024-07,1096,Patricia Rogers,South,2043,Electronics-Practice,Electronics,402,2,1156.81
331,2024-07-09,2024,3,2024-07,1047,Ashley Pearson,West,2048,Electronics-Candidate,Electronics,403,0,956.86
584,2024-07-09,2024,3,2024-07,1168,Denise Gonzales,South,2027,Home-Purpose,Home,401,0,1229.14
653,2024-07-09,2024,3,2024-07,1071,Christopher Frost,East,2044,Office-Society,Office,403,1,183.26
956,2024-07-09,2024,3,2024-07,1032,Terri Long,East,2051,Home-Century,Home,401,1,1953.18
2,2024-07-10,2024,3,2024-07,1034,Heather Smith,Central,2091,Office-Mrs,Office,404,2,529.24
327,2024-07-10,2024,3,2024-07,1157,Cheryl Wu,West,2090,Office-Staff,Office,401,1,896.69
477,2024-07-10,2024,3,2024-07,1053,Benjamin Cline,East,2087,Electronics-Rather,Electronics,403,1,132.26
1872,2024-07-10,2024,3,2024-07,1071,Christopher Frost,East,2029,Home-Yourself,Home,403,2,34.67
487,2024-07-11,2024,3,2024-07,1011,Amanda Myers,West,2016,Home-He,Home,402,1,423.65
1261,2024-07-11,2024,3,2024-07,1146,Jonathan Andrade,South-West,2035,Home-According,Home,402,1,869.85
1262,2024-07-11,2024,3,2024-07,1157,Cheryl Wu,West,2035,Home-According,Home,403,2,4882.81
1814,2024-07-11,2024,3,2024-07,1004,Kerry Collins,North,2041,Home-Assume,Home,404,0,1297.16
2045,2024-07-11,2024,3,2024-07,1154,Edward Castillo,North,2019,Home-History,Home,403,3,1338.3
2269,2024-07-11,2024,3,2024-07,1141,David Palmer,North,2009,Office-Raise,Office,403,3,102.14
21,2024-07-12,2024,3,2024-07,1086,Robert Rodriguez,East,2013,Office-Cultural,Office,402,3,1325.7
178,2024-07-12,2024,3,2024-07,1098,Jeffrey Maxwell,West,2053,Home-Ground,Home,402,1,1870.82
749,2024-07-12,2024,3,2024-07,1105,Taylor Clarke,Central,2013,Office-Cultural,Office,404,3,851.33
1031,2024-07-12,2024,3,2024-07,1085,Steven Wright,Central,2094,Office-Fight,Office,403,2,544.4
1041,2024-07-12,2024,3,2024-07,1077,Amy Espinoza,North,2022,Home-Economy,Home,404,2,321.39
1108,2024-07-12,2024,3,2024-07,1030,Alice Robinson,East,2091,Office-Mrs,Office,404,1,4629.62
1218,2024-07-12,2024,3,2024-07,1017,Brittney Burnett,North,2097,Office-Recent,Office,401,0,2853.27
1312,2024-07-12,2024,3,2024-07,1116,Melissa Rivera,Central,2043,Electronics-Practice,Electronics,404,3,1890.82
1954,2024-07-12,2024,3,2024-07,1066,Derrick Myers,North,2097,Office-Recent,Office,401,,4332.5
283,2024-07-13,2024,3,2024-07,1150,Bobby Hunter,North,2044,Office-Society,Office,404,1,1307.01
589,2024-07-13,2024,3,2024-07,1020,Michelle Brewer,East,2002,Office-Family,Office,404,0,1345.98
798,2024-07-13,2024,3,2024-07,1035,Lorraine Rodriguez,East,2014,Clothing-Eat,Clothing,403,2,770.8
